timestamp,co2_ppm,pm25_ugm3,temperature_c,humidity_pct,soil_moisture_pct,water_ph,water_turbidity_ntu
2025-04-30 23:24:04.430936,424.83570765056163,16.404959338675162,26.965484456425372,53.87211309515614,31.805191261552487,7.331440634333706,5.367287313401341
2025-04-30 23:29:04.430936,393.0867849414408,11.886502400897031,28.5370301417298,56.122984400640156,28.38455103296251,7.5867369287426625,6.838183676795122
2025-04-30 23:34:04.430936,432.3844269050346,13.959388748213623,21.753886836163158,62.85865390724905,43.21007580068185,7.090510779351853,4.776534017628148
2025-04-30 23:39:04.430936,476.15149282040124,12.534995326705836,29.585552509695255,63.34456789987025,40.04908544671317,6.351584026022077,4.650683203881803
2025-04-30 23:44:04.430936,388.2923312638332,12.053176215278942,27.133875029424736,66.5854427267283,31.559248274111383,7.199843975876321,4.980580394112267
2025-04-30 23:49:04.430936,388.293152152541,19.248010485105123,24.836085201033583,80.1020453876635,46.26217902672154,6.674321553104085,4.696820217165724
2025-04-30 23:54:04.430936,478.9606407753696,16.785077429825236,27.943342727750753,58.2305277250595,39.90882743495797,6.735691659125122,5.79994190194205
2025-04-30 23:59:04.430936,438.37173645764545,11.53545202369673,32.81962652750424,52.01702755461546,33.37584308245689,7.293182009377547,3.3836893915634123
2025-05-01 00:04:04.430936,376.5262807032524,19.497999377166252,26.515218005668157,46.20680771985473,22.502971425632133,7.6191415357168175,3.9463175808536457
2025-05-01 00:09:04.430936,427.1280021792982,16.536497604383047,26.67589079955123,52.69069960058081,46.45471286295371,7.010635788368031,3.932197078420807
2025-05-01 00:14:04.430936,376.8291153593769,19.0643105941948,24.514312927598883,59.66873027126203,28.05213766618202,7.154416506299482,5.9503075919735755
2025-05-01 00:19:04.430936,376.71351232148714,18.14814420961806,23.303604371408543,77.94557863517788,26.773006265215542,7.851107472317619,6.710613372581925
2025-05-01 00:24:04.430936,412.0981135783017,10.855024945389639,28.304480735784338,54.823887009638284,40.1128521600482,7.120376589744284,4.8955507814625285
2025-05-01 00:29:04.430936,350.0,12.199094799015153,23.20517044554704,62.237879516388986,47.19876203169636,8.300841557090198,4.83117827680999
2025-05-01 00:34:04.430936,350.0,18.736468025616308,25.94770116510677,59.83577103927248,41.921364092552594,7.282754822815772,5.070052163113181
2025-05-01 00:39:04.430936,371.88562353795135,18.051851327167324,24.259261773859635,71.88393273448084,37.8195456002618,6.1196186204220915,6.161878302608191
2025-05-01 00:44:04.430936,350.0,14.895492030179259,27.08807578615349,85.26932425873622,37.97377170832643,7.376670810552266,4.072646865809426
2025-05-01 00:49:04.430936,415.71236662976366,15.58663691654391,26.610714913916865,54.69131227079679,39.267077793901535,7.190579192441389,5.2383689827347855
2025-05-01 00:54:04.430936,354.5987962239395,21.388324478942124,28.68065052218154,55.10560557481778,38.79464294893383,7.644876377041372,5.975197629782429
2025-05-01 00:59:04.430936,350.0,12.042143055820851,23.996013232351707,70.44160877069072,36.40595711984688,7.336590675634979,5.5010941699398455
2025-05-01 01:04:04.430936,473.2824384460777,17.735486905850188,24.674218985319225,66.81891489626311,35.52100551975938,6.930772008008113,5.189581616598743
2025-05-01 01:09:04.430936,388.71118497567323,13.98903673783053,22.50510372269608,78.46707325736034,34.68703436050239,6.387850881855317,6.001046092567141
2025-05-01 01:14:04.430936,403.3764102343962,13.911593983863899,24.065856088606058,65.83928185325964,31.23017705566662,6.895488371356987,2.296767707000763
2025-05-01 01:19:04.430936,350.0,20.49388425993595,26.487788570082238,56.40707909212941,33.59662461566613,6.57473977289535,5.677875319530908
2025-05-01 01:24:04.430936,372.78086377374086,19.12708174494015,27.583834780016517,65.9065483069231,26.535215929023074,6.709738275097639,4.345924316872576
2025-05-01 01:29:04.430936,405.5461294854933,19.067548180003193,22.50320588801457,71.08703580582907,34.50830186602625,7.2942892022103045,3.169367103143543
2025-05-01 01:34:04.430936,350.0,21.527394035771646,27.835224187852795,68.20482181197364,30.057044464245415,7.834952252175703,5.511202599524981
2025-05-01 01:39:04.430936,418.7849009172836,15.105019208163796,29.24991681374166,65.07274031107298,29.482053413921143,7.19733576491149,6.373658545162957
2025-05-01 01:44:04.430936,369.9680655040597,18.40976485647482,26.379817657159354,70.66674689589154,35.89947075576739,6.402058468982408,4.862551485372308
2025-05-01 01:49:04.430936,385.41531251033615,13.44866621703272,30.726343694716885,71.69295590445672,41.960011431723,7.22230133411007,5.9528745472029385
2025-05-01 01:54:04.430936,369.91466938853017,16.62083176244221,22.730986299305027,73.82158991037527,39.59158303001156,7.598315743322826,6.612278257988645
2025-05-01 01:59:04.430936,492.6139092254469,14.349284728161576,21.27476250863524,66.48709887589642,27.147496981884114,6.6951085478403085,6.314914453584048
2025-05-01 02:04:04.430936,399.3251387631033,15.484979824963592,19.628934440412596,58.328819196831454,30.051859317148313,6.932991416663541,6.639964529371393
2025-05-01 02:09:04.430936,350.0,17.97578512718457,29.409613302949413,61.46713686433323,39.70385593994108,7.007344097364599,5.7421274910718925
2025-05-01 02:14:04.430936,441.12724560515943,10.908896583832638,26.84099988999246,72.06508966508358,30.087563032308452,6.60755084345888,5.075433638901592
2025-05-01 02:19:04.430936,350.0,25.461936378427303,24.667629572244227,51.83064329012764,33.87683425001488,7.324140216921929,3.3980341881028315
2025-05-01 02:24:04.430936,410.4431797502378,9.96991309250149,25.630848952424152,63.686733088729014,37.75026049512276,6.939525925696109,4.753937511870052
2025-05-01 02:29:04.430936,350.0,8.92905693606134,21.37113491983321,56.06661187672639,30.158277725681824,7.2097662219535135,4.156753404683808
2025-05-01 02:34:04.430936,350.0,20.790554367500338,32.041637116591254,60.28744822934817,35.5268775307298,6.55625391109895,7.170942717497814
2025-05-01 02:39:04.430936,409.8430617934562,18.95831346981468,25.048964538227633,72.78451862607298,28.329872525408977,6.781270849838295,4.824114187567663
2025-05-01 02:44:04.430936,436.92332899977055,18.120599085260775,24.946566393061588,61.910990680199035,31.99316178024393,7.361190678913886,5.123204806784486
2025-05-01 02:49:04.430936,408.56841405949854,18.1417275463214,26.752944527383182,60.46436548156149,36.598909670712686,6.813583423954117,5.551485376040468
2025-05-01 02:54:04.430936,394.217585880588,14.938766135765427,25.97613696749833,46.40143859020081,27.035031332341653,7.863481925616703,5.043602446372454
2025-05-01 02:59:04.430936,384.9448152205356,10.513728142570843,25.162448176426338,67.46253566027221,37.202373689801995,6.800181907192699,6.695051040430753
2025-05-01 03:04:04.430936,350.0,15.379022790968632,22.077301922030067,66.45484181141076,34.901811005366596,7.112342362875943,4.377350638265548
2025-05-01 03:09:04.430936,364.00778958026456,11.614191442439441,25.821321921456846,81.6325472330546,37.76244977208574,7.466295415936545,5.194607455237243
2025-05-01 03:14:04.430936,376.9680614520106,19.875598667088756,30.011464176614915,56.92221765046999,36.119570670323306,6.290817133533484,4.257529414301952
2025-05-01 03:19:04.430936,452.8561113109458,14.264713092489307,28.360426702458277,62.19150327663939,41.82070214986922,6.119595594009612,3.6799774887792944
2025-05-01 03:24:04.430936,417.18091447842306,10.872514016037442,29.062823980827588,62.49383683710755,35.62612251323954,6.237171842714953,4.388230909094714
